Id,Price
4567,164482.0301019653
5925,118591.7383344907
960,140602.18026563994
3848,146850.33527045327
746,213763.48764464573
868,333877.81211840984
672,122234.33029004687
2471,213990.66512752813
4510,130961.28586741308
8354,233097.87739864475
6393,168055.8024074484
13270,208092.78781796587
5250,291036.61211991135
16751,167910.60944070932
11404,130458.1118075648
10588,330440.3484361744
14925,196367.70818706206
6791,201570.52991810816
16097,202812.79785183785
16428,360332.6773431517
6945,364292.47354568675
3190,187947.3038502061
15709,470596.85461770213
13155,154517.3841843312
7675,193254.53374553815
14686,221815.988141363
609,157948.57724982145
11155,151585.44828004536
10869,193703.64117856586
15742,185192.03834791007
9245,200121.61210880653
3340,178419.00616168478
2359,285187.157193197
8070,197071.5407742521
13707,125283.84106588512
16079,253124.61956418917
15937,298865.7535661265
14090,166262.34194323054
9008,211003.63436055428
16384,168319.0875225844
11657,224261.36532039687
13151,138820.01638604677
8990,173010.99261181036
11857,180052.47032552437
1565,153735.88452829648
8174,118533.31402071567
9247,261915.00109814442
10478,182853.21130962446
15509,146019.645009506
8306,244948.0796422559
6642,175646.96503233252
7472,210725.94511613355
15989,131853.67448855325
13682,134292.48592274624
163,371851.0758997315
7076,188265.82669238522
7478,364840.1662371178
3029,182401.678031819
1814,143590.38149417113
10057,124993.96974533786
15100,200091.52359412124
12694,221375.9345474211
6291,191411.45606436953
12603,193529.22291758665
3218,223352.8392179588
13456,120692.38289799818
10170,239548.48280199134
4530,167421.406184801
13329,172103.8794657786
4820,143187.22949267467
10896,174692.1165535168
13416,117209.80457786999
2701,221579.87240845195
11265,349502.1263174985
9189,308166.7832260454
1858,190697.04712954463
14536,235157.72218527712
6199,216080.54135174234
14730,148575.87246839807
7510,272631.5246544659
15505,163851.18504698944
7446,176553.4077853488
14016,207910.67689982778
14113,96935.55905837295
8721,295273.0367722458
6193,319329.86956255196
5717,172902.6392285204
5427,281144.83102338214
9520,492399.98376033077
6869,98368.0327210616
1658,162704.9324164376
6639,210944.1555093844
6283,208599.51367659448
6257,122611.74959673682
15235,180025.8263900245
902,224992.81339955464
8932,202954.01993130794
16469,345111.75348101696
2825,262089.81656894594
6450,436771.36640709586
11366,139976.41224918803
3801,373062.4277095876
11385,202008.64216288482
1079,211321.93634353127
3202,221941.97099993814
676,218983.82906912587
6185,274040.0627131818
7730,164281.36975490005
2573,176587.6090427679
10978,202101.8942366575
10962,259416.19653884388
8870,188046.47395644797
8496,192834.01661650653
5517,171804.9341965538
927,175129.51964898963
13675,209339.3057405362
1499,219356.4485638624
15536,317882.35576931684
8602,337688.11811734305
12137,425959.71959209925
9865,237453.58203855692
16353,273655.4271107164
15908,209537.32303911683
3944,184772.47004454955
10359,195671.62581822753
15158,222798.99150966553
3259,235804.08917513248
7220,311962.96546744526
13843,201347.20220993613
16736,202345.3882243738
702,249784.63553223765
16401,259971.33529935114
12134,191921.9619857974
6918,175092.20286480623
11792,121137.2775301342
3798,141970.16557895506
10395,125650.72497120855
11099,127566.30953986595
7090,215883.10695653583
11260,190597.4894357684
9647,208826.77005749822
2903,395010.37809702614
2071,185619.4445869957
8604,204406.94414102624
9346,220832.07897882076
3945,206571.02072865318
3420,129268.81501120611
10842,84944.51184079061
725,161426.19507423998
13931,212928.89920702807
16330,234082.88118730817
9066,418182.47972646623
3326,322151.6803140836
1556,266272.4862325602
6579,123245.09429741162
13877,154705.98479963734
9857,299487.23874713137
7302,303112.6243597719
5684,197878.16101326546
6513,233857.69497580337
11342,109629.11801109576
16561,224128.36764176947
6885,179164.1401420293
9308,178243.06196564346
2559,174703.3951654025
6648,177626.0170030085
15260,161846.33221033742
5113,194265.50952991567
16492,191847.073519085
12034,282939.5820861564
7248,211289.46619765644
2171,200856.91620963858
10594,152127.9054486432
13241,194946.15651194402
7032,142908.5985243702
4884,166135.8198503088
903,226116.07652458714
162,170410.8924989953
6566,236259.82639001112
8249,142188.86278021877
13106,176250.65322509472
256,86744.54818706993
7976,170991.0482088037
8575,162826.3450958903
7591,280698.7881058186
3204,253656.01027133988
15804,182719.50694507398
1525,317914.65093442274
9038,201451.12764992146
13628,207550.5093855363
10016,197795.27811546737
10208,229819.38981340177
2008,191125.41591494292
13029,183571.17447652904
5099,81636.21345671073
9923,313861.4997690715
9461,119135.26305637014
11086,177067.7230102737
15057,267796.4384170582
10689,178807.1029448838
2053,235739.98549414304
16630,168228.2296851766
4985,175826.4539811538
13881,256358.7339233681
13225,191763.00179029728
5779,70407.26488731478
10262,177346.7522448533
10762,197688.2653216965
9513,198904.16749400058
11128,172866.16901686168
2074,310157.4281897394
933,206421.6016887609
2780,185625.26890639836
6594,122203.50186414404
15394,280285.0156715586
14863,143674.70747031522
6698,211903.46707895826
1611,247362.0172442399
174,190834.01863791567
5160,199248.3381589409
3295,294063.01424034743
4559,411465.9351477811
8254,174028.38488593214
10228,103694.96535524979
13924,128323.13052000845
15341,252895.45748844813
4353,167985.9450674721
4334,71575.93044458513
1872,162691.33901462302
7823,177809.90901355233
310,140869.19547647875
3704,244279.8071211217
11615,305764.963969732
6605,203148.86618957718
3381,178918.74016378075
2143,144337.59819360636
3191,283560.16890375497
13980,94826.98406592887
15613,166299.54342745806
10943,345095.1534546718
9654,199172.4736400599
16053,467676.08096988435
14931,221344.76538200048
8299,224068.06039841997
2147,176281.4429372522
11567,285503.3317496686
5905,133109.98778911843
11160,102676.37528319108
8275,149732.79541058186
16398,261526.3103494429
11229,167946.56244566035
10309,154857.3917307421
7340,264225.5087198134
7653,164885.0595762909
272,207083.42970273082
9831,215458.43740234178
5016,160064.65696483795
5968,71267.66413370757
796,266525.78821025847
12123,128756.91158711913
16629,183867.7272229148
2637,166614.810752972
6194,211846.3218821914
6216,318316.46279551054
14346,177614.46572906434
6428,130105.44937564053
2891,226724.44058067328
84,180009.61164565847
9260,218609.90687017946
15250,128219.65579983307
2348,211740.32261227706
10427,278092.5322588115
13230,246309.38118492343
1691,201356.12588651324
8803,97367.67927263703
5464,210306.75395293388
10559,109746.38180332251
